Id,Time[ns],0:I²C: Address/Data
724,24057320.00000000000000000000,ACK
725,24069120.00000000000000000000,Data write: 00
726,24089200.00000000000000000000,ACK
727,24101000.00000000000000000000,Data write: 00
728,24121080.00000000000000000000,ACK
729,24132880.00000000000000000000,Data write: 00
730,24152980.00000000000000000000,ACK
731,24164760.00000000000000000000,Data write: 00
732,24184860.00000000000000000000,ACK
733,24197780.00000000000000000000,Stop
734,24599560.00000000000000000000,Start
735,24628560.00000000000000000000,Write
736,24610980.00000000000000000000,Address write: 3C
737,24631080.00000000000000000000,ACK
738,24644000.00000000000000000000,Data write: 40
739,24664080.00000000000000000000,ACK
740,24675880.00000000000000000000,Data write: 00
741,24695960.00000000000000000000,ACK
742,24707760.00000000000000000000,Data write: 00
743,24727840.00000000000000000000,ACK
744,24739640.00000000000000000000,Data write: 00
745,24759720.00000000000000000000,ACK
746,24771520.00000000000000000000,Data write: 00
747,24791600.00000000000000000000,ACK
748,24803400.00000000000000000000,Data write: 00
749,24823500.00000000000000000000,ACK
750,24835280.00000000000000000000,Data write: 00
751,24855380.00000000000000000000,ACK
752,24867160.00000000000000000000,Data write: 00
753,24887260.00000000000000000000,ACK
754,24899040.00000000000000000000,Data write: 00
755,24919140.00000000000000000000,ACK
756,24930940.00000000000000000000,Data write: 00
757,24951020.00000000000000000000,ACK
758,24962820.00000000000000000000,Data write: 00
759,24982900.00000000000000000000,ACK
760,24994700.00000000000000000000,Data write: 00
761,25014780.00000000000000000000,ACK
762,25026580.00000000000000000000,Data write: 00
763,25046660.00000000000000000000,ACK
764,25058460.00000000000000000000,Data write: 00
765,25078540.00000000000000000000,ACK
766,25090340.00000000000000000000,Data write: 00
767,25110420.00000000000000000000,ACK
768,25122220.00000000000000000000,Data write: 00
769,25142300.00000000000000000000,ACK
770,25154100.00000000000000000000,Data write: 00
771,25174200.00000000000000000000,ACK
772,25185980.00000000000000000000,Data write: 00
773,25206080.00000000000000000000,ACK
774,25217860.00000000000000000000,Data write: 00
775,25237960.00000000000000000000,ACK
776,25249740.00000000000000000000,Data write: 00
777,25269840.00000000000000000000,ACK
778,25281640.00000000000000000000,Data write: 00
779,25301720.00000000000000000000,ACK
780,25313520.00000000000000000000,Data write: 00
781,25333600.00000000000000000000,ACK
782,25345400.00000000000000000000,Data write: 00
783,25365480.00000000000000000000,ACK
784,25377280.00000000000000000000,Data write: 00
785,25397360.00000000000000000000,ACK
786,25409160.00000000000000000000,Data write: 00
787,25429240.00000000000000000000,ACK
788,25442160.00000000000000000000,Stop
789,25685800.00000000000000000000,Start
790,25714540.00000000000000000000,Write
791,25696980.00000000000000000000,Address write: 3C
792,25717060.00000000000000000000,ACK
793,25730100.00000000000000000000,Data write: 40
794,25750200.00000000000000000000,ACK
795,25762000.00000000000000000000,Data write: 00
796,25782080.00000000000000000000,ACK
797,25793880.00000000000000000000,Data write: 00
798,25813960.00000000000000000000,ACK
799,25825760.00000000000000000000,Data write: 00
800,25845840.00000000000000000000,ACK
801,25857640.00000000000000000000,Data write: 00
802,25877720.00000000000000000000,ACK
803,25889520.00000000000000000000,Data write: 00
804,25909600.00000000000000000000,ACK
805,25921400.00000000000000000000,Data write: 00
806,25941480.00000000000000000000,ACK
807,25953280.00000000000000000000,Data write: 00
808,25973360.00000000000000000000,ACK
809,25985160.00000000000000000000,Data write: 00
810,26005240.00000000000000000000,ACK
811,26018180.00000000000000000000,Stop
812,26251780.00000000000000000000,Start
813,26280640.00000000000000000000,Write
814,26263060.00000000000000000000,Address write: 3C
815,26283140.00000000000000000000,ACK
816,26296060.00000000000000000000,Data write: 00
817,26316160.00000000000000000000,ACK
818,26327960.00000000000000000000,Data write: 10
819,26348040.00000000000000000000,ACK
820,26360960.00000000000000000000,Stop
821,26541840.00000000000000000000,Start
822,26570580.00000000000000000000,Write
823,26553020.00000000000000000000,Address write: 3C
824,26573100.00000000000000000000,ACK
825,26586140.00000000000000000000,Data write: 00
826,26606240.00000000000000000000,ACK
827,26618020.00000000000000000000,Data write: 00
828,26638120.00000000000000000000,ACK
829,26651040.00000000000000000000,Stop
830,26831920.00000000000000000000,Start
831,26860660.00000000000000000000,Write
832,26843080.00000000000000000000,Address write: 3C
833,26863180.00000000000000000000,ACK
834,26876220.00000000000000000000,Data write: 00
835,26896300.00000000000000000000,ACK
836,26908100.00000000000000000000,Data write: B2
837,26928180.00000000000000000000,ACK
838,26941120.00000000000000000000,Stop
839,27340400.00000000000000000000,Start
840,27369380.00000000000000000000,Write
841,27351820.00000000000000000000,Address write: 3C
842,27371900.00000000000000000000,ACK
843,27384820.00000000000000000000,Data write: 40
844,27404900.00000000000000000000,ACK
845,27416700.00000000000000000000,Data write: 00
846,27436800.00000000000000000000,ACK
847,27448580.00000000000000000000,Data write: 00
848,27468680.00000000000000000000,ACK
849,27480460.00000000000000000000,Data write: 00
850,27500560.00000000000000000000,ACK
851,27512340.00000000000000000000,Data write: 00
852,27532440.00000000000000000000,ACK
853,27544240.00000000000000000000,Data write: 00
854,27564320.00000000000000000000,ACK
855,27576120.00000000000000000000,Data write: 00
856,27596200.00000000000000000000,ACK
857,27608000.00000000000000000000,Data write: 00
858,27628080.00000000000000000000,ACK
859,27639880.00000000000000000000,Data write: 00
860,27659960.00000000000000000000,ACK
861,27671760.00000000000000000000,Data write: 00
862,27691840.00000000000000000000,ACK
863,27703640.00000000000000000000,Data write: 00
864,27723720.00000000000000000000,ACK
865,27735520.00000000000000000000,Data write: 00
866,27755600.00000000000000000000,ACK
867,27767400.00000000000000000000,Data write: 00
868,27787480.00000000000000000000,ACK
869,27799280.00000000000000000000,Data write: 00
870,27819380.00000000000000000000,ACK
871,27831160.00000000000000000000,Data write: 00
872,27851260.00000000000000000000,ACK
873,27863040.00000000000000000000,Data write: 00
874,27883140.00000000000000000000,ACK
875,27894920.00000000000000000000,Data write: 00
876,27915020.00000000000000000000,ACK
877,27926820.00000000000000000000,Data write: 00
878,27946900.00000000000000000000,ACK
879,27958700.00000000000000000000,Data write: 00
880,27978780.00000000000000000000,ACK
881,27990580.00000000000000000000,Data write: 00
882,28010660.00000000000000000000,ACK
883,28022460.00000000000000000000,Data write: 00
884,28042540.00000000000000000000,ACK
885,28054340.00000000000000000000,Data write: 00
886,28074420.00000000000000000000,ACK
887,28086220.00000000000000000000,Data write: 00
888,28106300.00000000000000000000,ACK
889,28118100.00000000000000000000,Data write: 00
890,28138180.00000000000000000000,ACK
891,28150360.00000000000000000000,Data write: 00
892,28170440.00000000000000000000,ACK
893,28183360.00000000000000000000,Stop
894,28585160.00000000000000000000,Start
895,28613900.00000000000000000000,Write
896,28596320.00000000000000000000,Address write: 3C
897,28616420.00000000000000000000,ACK
898,28629340.00000000000000000000,Data write: 40
899,28649420.00000000000000000000,ACK
900,28661220.00000000000000000000,Data write: 00
901,28681300.00000000000000000000,ACK
902,28693100.00000000000000000000,Data write: 00
903,28713200.00000000000000000000,ACK
904,28724980.00000000000000000000,Data write: 00
905,28745080.00000000000000000000,ACK
906,28756860.00000000000000000000,Data write: 00
907,28776960.00000000000000000000,ACK
908,28788740.00000000000000000000,Data write: 00
909,28808840.00000000000000000000,ACK
910,28820640.00000000000000000000,Data write: 00
911,28840720.00000000000000000000,ACK
912,28852520.00000000000000000000,Data write: 00
913,28872600.00000000000000000000,ACK
914,28884400.00000000000000000000,Data write: 00
915,28904480.00000000000000000000,ACK
916,28916280.00000000000000000000,Data write: 00
917,28936360.00000000000000000000,ACK
918,28948160.00000000000000000000,Data write: 00
919,28968240.00000000000000000000,ACK
920,28980040.00000000000000000000,Data write: 00
921,29000120.00000000000000000000,ACK
922,29011920.00000000000000000000,Data write: 00
923,29032000.00000000000000000000,ACK
924,29043800.00000000000000000000,Data write: 00
925,29063880.00000000000000000000,ACK
926,29075680.00000000000000000000,Data write: 00
927,29095780.00000000000000000000,ACK
928,29107560.00000000000000000000,Data write: 00
929,29127660.00000000000000000000,ACK
930,29139440.00000000000000000000,Data write: 00
931,29159540.00000000000000000000,ACK
932,29171320.00000000000000000000,Data write: 00
933,29191420.00000000000000000000,ACK
934,29203220.00000000000000000000,Data write: 00
935,29223300.00000000000000000000,ACK
936,29235100.00000000000000000000,Data write: 00
937,29255180.00000000000000000000,ACK
938,29266980.00000000000000000000,Data write: 00
939,29287060.00000000000000000000,ACK
940,29298860.00000000000000000000,Data write: 00
941,29318940.00000000000000000000,ACK
942,29330740.00000000000000000000,Data write: 00
943,29350820.00000000000000000000,ACK
944,29362620.00000000000000000000,Data write: 00
945,29382700.00000000000000000000,ACK
946,29394500.00000000000000000000,Data write: 00
947,29414580.00000000000000000000,ACK
948,29427520.00000000000000000000,Stop
949,29829300.00000000000000000000,Start
950,29858040.00000000000000000000,Write
951,29840480.00000000000000000000,Address write: 3C
952,29860560.00000000000000000000,ACK
953,29873480.00000000000000000000,Data write: 40
954,29893560.00000000000000000000,ACK
955,29905360.00000000000000000000,Data write: 00
956,29925440.00000000000000000000,ACK
957,29937240.00000000000000000000,Data write: 00
958,29957340.00000000000000000000,ACK
959,29969120.00000000000000000000,Data write: 00
960,29989220.00000000000000000000,ACK
961,30001000.00000000000000000000,Data write: 00
962,30021100.00000000000000000000,ACK
963,30032880.00000000000000000000,Data write: 00
964,30052980.00000000000000000000,ACK
965,30064780.00000000000000000000,Data write: 00
966,30084860.00000000000000000000,ACK
967,30096660.00000000000000000000,Data write: 00
968,30116740.00000000000000000000,ACK
969,30128540.00000000000000000000,Data write: 00
970,30148620.00000000000000000000,ACK
971,30160420.00000000000000000000,Data write: 00
972,30180500.00000000000000000000,ACK
973,30192300.00000000000000000000,Data write: 00
974,30212380.00000000000000000000,ACK
975,30224300.00000000000000000000,Data write: 00
976,30244400.00000000000000000000,ACK
977,30256180.00000000000000000000,Data write: 00
978,30276280.00000000000000000000,ACK
979,30288060.00000000000000000000,Data write: 00
980,30308160.00000000000000000000,ACK
981,30319960.00000000000000000000,Data write: 00
982,30340040.00000000000000000000,ACK
983,30351840.00000000000000000000,Data write: 00
984,30371920.00000000000000000000,ACK
985,30383720.00000000000000000000,Data write: 00
986,30403800.00000000000000000000,ACK
987,30415600.00000000000000000000,Data write: 00
988,30435680.00000000000000000000,ACK
989,30447480.00000000000000000000,Data write: 00
990,30467560.00000000000000000000,ACK
991,30479360.00000000000000000000,Data write: 00
992,30499440.00000000000000000000,ACK
993,30511240.00000000000000000000,Data write: 00
994,30531320.00000000000000000000,ACK
995,30543120.00000000000000000000,Data write: 00
996,30563220.00000000000000000000,ACK
997,30575000.00000000000000000000,Data write: 00
998,30595100.00000000000000000000,ACK
999,30606880.00000000000000000000,Data write: 00
1000,30626980.00000000000000000000,ACK
1001,30638760.00000000000000000000,Data write: 00
1002,30658860.00000000000000000000,ACK
1003,30671780.00000000000000000000,Stop
1004,31072320.00000000000000000000,Start
1005,31101060.00000000000000000000,Write
1006,31083480.00000000000000000000,Address write: 3C
1007,31103560.00000000000000000000,ACK
1008,31116500.00000000000000000000,Data write: 40
1009,31136580.00000000000000000000,ACK
1010,31148380.00000000000000000000,Data write: 00
1011,31168460.00000000000000000000,ACK
1012,31180260.00000000000000000000,Data write: 00
1013,31200340.00000000000000000000,ACK
1014,31212140.00000000000000000000,Data write: 00
1015,31232220.00000000000000000000,ACK
1016,31244020.00000000000000000000,Data write: 00
1017,31264100.00000000000000000000,ACK
1018,31275900.00000000000000000000,Data write: 00
1019,31295980.00000000000000000000,ACK
1020,31307780.00000000000000000000,Data write: 00
1021,31327860.00000000000000000000,ACK
1022,31339660.00000000000000000000,Data write: 00
1023,31359760.00000000000000000000,ACK
1024,31371540.00000000000000000000,Data write: 00
1025,31391640.00000000000000000000,ACK
1026,31403420.00000000000000000000,Data write: 00
1027,31423520.00000000000000000000,ACK
1028,31435300.00000000000000000000,Data write: 00
1029,31455400.00000000000000000000,ACK
1030,31467200.00000000000000000000,Data write: 00
1031,31487280.00000000000000000000,ACK
1032,31499080.00000000000000000000,Data write: 00
1033,31519160.00000000000000000000,ACK
1034,31530960.00000000000000000000,Data write: 00
1035,31551040.00000000000000000000,ACK
1036,31562840.00000000000000000000,Data write: 00
1037,31582920.00000000000000000000,ACK
1038,31594720.00000000000000000000,Data write: 00
1039,31614800.00000000000000000000,ACK
1040,31626600.00000000000000000000,Data write: 00
1041,31646680.00000000000000000000,ACK
1042,31658480.00000000000000000000,Data write: 00
1043,31678560.00000000000000000000,ACK
1044,31690360.00000000000000000000,Data write: 00
1045,31710460.00000000000000000000,ACK
1046,31722240.00000000000000000000,Data write: 00
1047,31742340.00000000000000000000,ACK
1048,31754120.00000000000000000000,Data write: 00
1049,31774220.00000000000000000000,ACK
1050,31786000.00000000000000000000,Data write: 00
1051,31806100.00000000000000000000,ACK
1052,31817900.00000000000000000000,Data write: 00
1053,31837980.00000000000000000000,ACK
1054,31849780.00000000000000000000,Data write: 00
1055,31869860.00000000000000000000,ACK
1056,31881660.00000000000000000000,Data write: 00
1057,31901740.00000000000000000000,ACK
1058,31914660.00000000000000000000,Stop
1059,32329020.00000000000000000000,Start
1060,32357760.00000000000000000000,Write
1061,32340180.00000000000000000000,Address write: 3C
1062,32360260.00000000000000000000,ACK
1063,32373320.00000000000000000000,Data write: 40
1064,32393400.00000000000000000000,ACK
1065,32405200.00000000000000000000,Data write: 00
1066,32425280.00000000000000000000,ACK
1067,32437080.00000000000000000000,Data write: 00
1068,32457160.00000000000000000000,ACK
1069,32468960.00000000000000000000,Data write: 00
1070,32489040.00000000000000000000,ACK
1071,32500840.00000000000000000000,Data write: 00
1072,32520920.00000000000000000000,ACK
1073,32532720.00000000000000000000,Data write: 00
1074,32552800.00000000000000000000,ACK
1075,32564600.00000000000000000000,Data write: 00
1076,32584680.00000000000000000000,ACK
1077,32596480.00000000000000000000,Data write: 00
1078,32616580.00000000000000000000,ACK
1079,32628360.00000000000000000000,Data write: 00
1080,32648460.00000000000000000000,ACK
1081,32660240.00000000000000000000,Data write: 00
1082,32680340.00000000000000000000,ACK
1083,32692120.00000000000000000000,Data write: 00
1084,32712220.00000000000000000000,ACK
1085,32724020.00000000000000000000,Data write: 00
1086,32744100.00000000000000000000,ACK
1087,32755900.00000000000000000000,Data write: 00
1088,32775980.00000000000000000000,ACK
1089,32787780.00000000000000000000,Data write: 00
1090,32807860.00000000000000000000,ACK
1091,32819660.00000000000000000000,Data write: 00
1092,32839740.00000000000000000000,ACK
1093,32851540.00000000000000000000,Data write: 00
1094,32871620.00000000000000000000,ACK
1095,32883420.00000000000000000000,Data write: 00
1096,32903500.00000000000000000000,ACK
1097,32915300.00000000000000000000,Data write: 00
1098,32935380.00000000000000000000,ACK
1099,32947180.00000000000000000000,Data write: 00
1100,32967280.00000000000000000000,ACK
1101,32979060.00000000000000000000,Data write: 00
1102,32999160.00000000000000000000,ACK
1103,33010940.00000000000000000000,Data write: 00
1104,33031040.00000000000000000000,ACK
1105,33042820.00000000000000000000,Data write: 00
1106,33062920.00000000000000000000,ACK
1107,33074720.00000000000000000000,Data write: 00
1108,33094800.00000000000000000000,ACK
1109,33106600.00000000000000000000,Data write: 00
1110,33126680.00000000000000000000,ACK
1111,33138480.00000000000000000000,Data write: 00
1112,33158560.00000000000000000000,ACK
1113,33171480.00000000000000000000,Stop
1114,33413860.00000000000000000000,Start
1115,33442740.00000000000000000000,Write
1116,33425160.00000000000000000000,Address write: 3C
1117,33445240.00000000000000000000,ACK
1118,33458160.00000000000000000000,Data write: 40
1119,33478260.00000000000000000000,ACK
1120,33490060.00000000000000000000,Data write: 00
1121,33510140.00000000000000000000,ACK
1122,33521940.00000000000000000000,Data write: 00
1123,33542020.00000000000000000000,ACK
1124,33553820.00000000000000000000,Data write: 00
1125,33573900.00000000000000000000,ACK
1126,33585700.00000000000000000000,Data write: 00
1127,33605780.00000000000000000000,ACK
1128,33617580.00000000000000000000,Data write: 00
1129,33637660.00000000000000000000,ACK
1130,33649460.00000000000000000000,Data write: 00
1131,33669540.00000000000000000000,ACK
1132,33681340.00000000000000000000,Data write: 00
1133,33701420.00000000000000000000,ACK
1134,33713220.00000000000000000000,Data write: 00
1135,33733320.00000000000000000000,ACK
1136,33746240.00000000000000000000,Stop
1137,33968540.00000000000000000000,Start
1138,33997280.00000000000000000000,Write
1139,33979700.00000000000000000000,Address write: 3C
1140,33999780.00000000000000000000,ACK
1141,34012720.00000000000000000000,Data write: 00
1142,34032800.00000000000000000000,ACK
1143,34044600.00000000000000000000,Data write: 10
1144,34064680.00000000000000000000,ACK
1145,34077600.00000000000000000000,Stop
1146,34258480.00000000000000000000,Start
1147,34287220.00000000000000000000,Write
1148,34269640.00000000000000000000,Address write: 3C
1149,34289740.00000000000000000000,ACK
1150,34302780.00000000000000000000,Data write: 00
1151,34322880.00000000000000000000,ACK
1152,34334800.00000000000000000000,Data write: 00
1153,34354880.00000000000000000000,ACK
1154,34367800.00000000000000000000,Stop
1155,34550060.00000000000000000000,Start
1156,34579060.00000000000000000000,Write
1157,34561480.00000000000000000000,Address write: 3C
1158,34581560.00000000000000000000,ACK
1159,34594480.00000000000000000000,Data write: 00
1160,34614580.00000000000000000000,ACK
1161,34626380.00000000000000000000,Data write: B3
1162,34646460.00000000000000000000,ACK
1163,34659380.00000000000000000000,Stop
1164,35059920.00000000000000000000,Start
1165,35088660.00000000000000000000,Write
1166,35071080.00000000000000000000,Address write: 3C
1167,35091180.00000000000000000000,ACK
1168,35104100.00000000000000000000,Data write: 40
1169,35124180.00000000000000000000,ACK
1170,35135980.00000000000000000000,Data write: 00
1171,35156060.00000000000000000000,ACK
1172,35167860.00000000000000000000,Data write: 00
1173,35187940.00000000000000000000,ACK
1174,35199740.00000000000000000000,Data write: 00
1175,35219820.00000000000000000000,ACK
1176,35231620.00000000000000000000,Data write: 00
1177,35251720.00000000000000000000,ACK
1178,35263500.00000000000000000000,Data write: 00
1179,35283600.00000000000000000000,ACK
1180,35295380.00000000000000000000,Data write: 00
1181,35315480.00000000000000000000,ACK
1182,35327260.00000000000000000000,Data write: 00
1183,35347360.00000000000000000000,ACK
1184,35359160.00000000000000000000,Data write: 00
1185,35379240.00000000000000000000,ACK
1186,35391040.00000000000000000000,Data write: 00
1187,35411120.00000000000000000000,ACK
1188,35422920.00000000000000000000,Data write: 00
1189,35443000.00000000000000000000,ACK
1190,35454800.00000000000000000000,Data write: 00
1191,35474880.00000000000000000000,ACK
1192,35486680.00000000000000000000,Data write: 00
1193,35506760.00000000000000000000,ACK
1194,35518560.00000000000000000000,Data write: 00
1195,35538640.00000000000000000000,ACK
1196,35550440.00000000000000000000,Data write: 00
1197,35570520.00000000000000000000,ACK
1198,35582320.00000000000000000000,Data write: 00
1199,35602420.00000000000000000000,ACK
1200,35614200.00000000000000000000,Data write: 00
1201,35634300.00000000000000000000,ACK
1202,35646080.00000000000000000000,Data write: 00
1203,35666180.00000000000000000000,ACK
1204,35677960.00000000000000000000,Data write: 00
1205,35698060.00000000000000000000,ACK
1206,35709840.00000000000000000000,Data write: 00
1207,35729940.00000000000000000000,ACK
1208,35741740.00000000000000000000,Data write: 00
1209,35761820.00000000000000000000,ACK
1210,35773620.00000000000000000000,Data write: 00
1211,35793700.00000000000000000000,ACK
1212,35805500.00000000000000000000,Data write: 00
1213,35825580.00000000000000000000,ACK
1214,35837380.00000000000000000000,Data write: 00
1215,35857460.00000000000000000000,ACK
1216,35869260.00000000000000000000,Data write: 00
1217,35889340.00000000000000000000,ACK
1218,35902260.00000000000000000000,Stop
1219,36304060.00000000000000000000,Start
1220,36332800.00000000000000000000,Write
1221,36315220.00000000000000000000,Address write: 3C
1222,36335320.00000000000000000000,ACK
1223,36348240.00000000000000000000,Data write: 40
1224,36368320.00000000000000000000,ACK
1225,36380240.00000000000000000000,Data write: 00
1226,36400340.00000000000000000000,ACK
1227,36412120.00000000000000000000,Data write: 00
1228,36432220.00000000000000000000,ACK
1229,36444000.00000000000000000000,Data write: 00
1230,36464100.00000000000000000000,ACK
1231,36475900.00000000000000000000,Data write: 00
1232,36495980.00000000000000000000,ACK
1233,36507780.00000000000000000000,Data write: 00
1234,36527860.00000000000000000000,ACK
1235,36539660.00000000000000000000,Data write: 00
1236,36559740.00000000000000000000,ACK
1237,36571540.00000000000000000000,Data write: 00
1238,36591620.00000000000000000000,ACK
1239,36603420.00000000000000000000,Data write: 00
1240,36623500.00000000000000000000,ACK
1241,36635300.00000000000000000000,Data write: 00
1242,36655380.00000000000000000000,ACK
1243,36667180.00000000000000000000,Data write: 00
1244,36687260.00000000000000000000,ACK
1245,36699060.00000000000000000000,Data write: 00
1246,36719160.00000000000000000000,ACK
1247,36730940.00000000000000000000,Data write: 00
1248,36751040.00000000000000000000,ACK
1249,36762820.00000000000000000000,Data write: 00
1250,36782920.00000000000000000000,ACK
1251,36794700.00000000000000000000,Data write: 00
1252,36814800.00000000000000000000,ACK
1253,36826580.00000000000000000000,Data write: 00
1254,36846680.00000000000000000000,ACK
1255,36858480.00000000000000000000,Data write: 00
1256,36878560.00000000000000000000,ACK
1257,36890360.00000000000000000000,Data write: 00
1258,36910440.00000000000000000000,ACK
1259,36922240.00000000000000000000,Data write: 00
1260,36942320.00000000000000000000,ACK
1261,36954120.00000000000000000000,Data write: 00
1262,36974200.00000000000000000000,ACK
1263,36986000.00000000000000000000,Data write: 00
1264,37006080.00000000000000000000,ACK
1265,37017880.00000000000000000000,Data write: 00
1266,37037960.00000000000000000000,ACK
1267,37049760.00000000000000000000,Data write: 00
1268,37069840.00000000000000000000,ACK
1269,37081640.00000000000000000000,Data write: 00
1270,37101740.00000000000000000000,ACK
1271,37113520.00000000000000000000,Data write: 00
1272,37133620.00000000000000000000,ACK
1273,37146540.00000000000000000000,Stop
1274,37547080.00000000000000000000,Start
1275,37576060.00000000000000000000,Write
1276,37558480.00000000000000000000,Address write: 3C
1277,37578580.00000000000000000000,ACK
1278,37591500.00000000000000000000,Data write: 40
1279,37611580.00000000000000000000,ACK
1280,37623380.00000000000000000000,Data write: 00
1281,37643460.00000000000000000000,ACK
1282,37655260.00000000000000000000,Data write: 00
1283,37675360.00000000000000000000,ACK
1284,37687140.00000000000000000000,Data write: 00
1285,37707240.00000000000000000000,ACK
1286,37719020.00000000000000000000,Data write: 00
1287,37739120.00000000000000000000,ACK
1288,37750900.00000000000000000000,Data write: 00
1289,37771000.00000000000000000000,ACK
1290,37782800.00000000000000000000,Data write: 00
1291,37802880.00000000000000000000,ACK
1292,37814680.00000000000000000000,Data write: 00
1293,37834760.00000000000000000000,ACK
1294,37846560.00000000000000000000,Data write: 00
1295,37866640.00000000000000000000,ACK
1296,37878440.00000000000000000000,Data write: 00
1297,37898520.00000000000000000000,ACK
1298,37910320.00000000000000000000,Data write: 00
1299,37930400.00000000000000000000,ACK
1300,37942200.00000000000000000000,Data write: 00
1301,37962280.00000000000000000000,ACK
1302,37974080.00000000000000000000,Data write: 00
1303,37994160.00000000000000000000,ACK
1304,38005960.00000000000000000000,Data write: 00
1305,38026060.00000000000000000000,ACK
1306,38037840.00000000000000000000,Data write: 00
1307,38057940.00000000000000000000,ACK
1308,38069720.00000000000000000000,Data write: 00
1309,38089820.00000000000000000000,ACK
1310,38101600.00000000000000000000,Data write: 00
1311,38121700.00000000000000000000,ACK
1312,38133500.00000000000000000000,Data write: 00
1313,38153580.00000000000000000000,ACK
1314,38165380.00000000000000000000,Data write: 00
1315,38185460.00000000000000000000,ACK
1316,38197260.00000000000000000000,Data write: 00
1317,38217340.00000000000000000000,ACK
1318,38229140.00000000000000000000,Data write: 00
1319,38249220.00000000000000000000,ACK
1320,38261020.00000000000000000000,Data write: 00
1321,38281100.00000000000000000000,ACK
1322,38292900.00000000000000000000,Data write: 00
1323,38312980.00000000000000000000,ACK
1324,38324780.00000000000000000000,Data write: 00
1325,38344860.00000000000000000000,ACK
1326,38356660.00000000000000000000,Data write: 00
1327,38376740.00000000000000000000,ACK
1328,38389680.00000000000000000000,Stop
1329,38804020.00000000000000000000,Start
1330,38832760.00000000000000000000,Write
1331,38815180.00000000000000000000,Address write: 3C
1332,38835260.00000000000000000000,ACK
1333,38848320.00000000000000000000,Data write: 40
1334,38868400.00000000000000000000,ACK
1335,38880200.00000000000000000000,Data write: 00
1336,38900280.00000000000000000000,ACK
1337,38912080.00000000000000000000,Data write: 00
1338,38932160.00000000000000000000,ACK
1339,38943960.00000000000000000000,Data write: 00
1340,38964060.00000000000000000000,ACK
1341,38975840.00000000000000000000,Data write: 00
1342,38995940.00000000000000000000,ACK
1343,39007720.00000000000000000000,Data write: 00
1344,39027820.00000000000000000000,ACK
1345,39039600.00000000000000000000,Data write: 00
1346,39059700.00000000000000000000,ACK
1347,39071500.00000000000000000000,Data write: 00
1348,39091580.00000000000000000000,ACK
1349,39103380.00000000000000000000,Data write: 00
1350,39123460.00000000000000000000,ACK
1351,39135260.00000000000000000000,Data write: 00
1352,39155340.00000000000000000000,ACK
1353,39167140.00000000000000000000,Data write: 00
1354,39187220.00000000000000000000,ACK
1355,39199020.00000000000000000000,Data write: 00
1356,39219100.00000000000000000000,ACK
1357,39230900.00000000000000000000,Data write: 00
1358,39250980.00000000000000000000,ACK
1359,39262780.00000000000000000000,Data write: 00
1360,39282860.00000000000000000000,ACK
1361,39294660.00000000000000000000,Data write: 00
1362,39314760.00000000000000000000,ACK
1363,39326540.00000000000000000000,Data write: 00
1364,39346640.00000000000000000000,ACK
1365,39358420.00000000000000000000,Data write: 00
1366,39378520.00000000000000000000,ACK
1367,39390300.00000000000000000000,Data write: 00
1368,39410400.00000000000000000000,ACK
1369,39422180.00000000000000000000,Data write: 00
1370,39442280.00000000000000000000,ACK
1371,39454080.00000000000000000000,Data write: 00
1372,39474160.00000000000000000000,ACK
1373,39485960.00000000000000000000,Data write: 00
1374,39506040.00000000000000000000,ACK
1375,39517840.00000000000000000000,Data write: 00
1376,39537920.00000000000000000000,ACK
1377,39549720.00000000000000000000,Data write: 00
1378,39569800.00000000000000000000,ACK
1379,39581600.00000000000000000000,Data write: 00
1380,39601680.00000000000000000000,ACK
1381,39613480.00000000000000000000,Data write: 00
1382,39633560.00000000000000000000,ACK
1383,39646480.00000000000000000000,Stop
1384,40048280.00000000000000000000,Start
1385,40077020.00000000000000000000,Write
1386,40059460.00000000000000000000,Address write: 3C
1387,40079540.00000000000000000000,ACK
1388,40092460.00000000000000000000,Data write: 40
1389,40112540.00000000000000000000,ACK
1390,40124340.00000000000000000000,Data write: 00
1391,40144420.00000000000000000000,ACK
1392,40156220.00000000000000000000,Data write: 00
1393,40176320.00000000000000000000,ACK
1394,40188100.00000000000000000000,Data write: 00
1395,40208200.00000000000000000000,ACK
1396,40219980.00000000000000000000,Data write: 00
1397,40240080.00000000000000000000,ACK
1398,40251860.00000000000000000000,Data write: 00
1399,40271960.00000000000000000000,ACK
1400,40283760.00000000000000000000,Data write: 00
1401,40303840.00000000000000000000,ACK
1402,40315640.00000000000000000000,Data write: 00
1403,40335720.00000000000000000000,ACK
1404,40347520.00000000000000000000,Data write: 00
1405,40367600.00000000000000000000,ACK
1406,40379400.00000000000000000000,Data write: 00
1407,40399480.00000000000000000000,ACK
1408,40411280.00000000000000000000,Data write: 00
1409,40431360.00000000000000000000,ACK
1410,40443160.00000000000000000000,Data write: 00
1411,40463240.00000000000000000000,ACK
1412,40475040.00000000000000000000,Data write: 00
1413,40495120.00000000000000000000,ACK
1414,40507040.00000000000000000000,Data write: 00
1415,40527140.00000000000000000000,ACK
1416,40538920.00000000000000000000,Data write: 00
1417,40559020.00000000000000000000,ACK
1418,40570820.00000000000000000000,Data write: 00
1419,40590900.00000000000000000000,ACK
1420,40602700.00000000000000000000,Data write: 00
1421,40622780.00000000000000000000,ACK
1422,40634580.00000000000000000000,Data write: 00
1423,40654660.00000000000000000000,ACK
